Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards,Player-additional
26,Mitch Keller,28,PIT,NL,2.0,11,12,.478,4.25,31,31,0,1,0,0,178.0,182,90,84,23,50,0,166,15,2,1,773,99,4.08,1.303,9.2,1.2,2.5,8.4,3.32,,kellemi03
