Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards,Player-additional
10,Dylan Cease,28,SDP,NL,4.2,14,11,.560,3.47,33,33,0,1,1,0,189.1,137,80,73,18,65,0,224,2,0,12,762,118,3.10,1.067,6.5,0.9,3.1,10.6,3.45,CYA-4MVP-22,ceasedy01
